datetime,slackbus_voltage,demand_mainbus,demand_broad,demand_schlinger,demand_resnick,demand_beckman,demand_braun,rtp,temp,feelslike,humidity,windspeed,solarradiation
2024-11-16T17,"[1216.32, -740.11, -1229.98, -702.98, 13.66, 1443.1]","[321941.25, 177525.28, 322113.34, 168345.62, 339011.7, 181545.73]","[-117941.39, -60685.26, -116642.29, -62938.99, -118593.06, -63705.36]","[-102941.02, -29903.88, -108148.48, -28919.9, -109542.75, -35827.56]","[-10189.99, 1924.92, -5276.03, -181.48, -6158.47, 5139.03]","[-62173.1, -50144.25, -62623.79, -41103.11, -71926.38, -48037.37]","[-28070.24, -38010.41, -28816.6, -34517.57, -32103.09, -38337.55]",-1.270435e-05,76.1,76.1,66.1,16.5,19
2024-11-16T18,"[1244.03, -696.35, -1249.08, -722.07, 5.05, 1418.42]","[311911.22, 175384.23, 333631.03, 169815.23, 324105.75, 180810.77]","[-113893.53, -63313.33, -116183.88, -63923.21, -113293.78, -61828.17]","[-100459.77, -25181.38, -112218.39, -30960.67, -99622.77, -35409.66]","[-9380.56, 3010.94, -6837.36, 2526.04, -7437.86, 5054.95]","[-58978.94, -50065.45, -65549.09, -41419.66, -69260.87, -49025.91]","[-28612.61, -39173.48, -32202.88, -35315.61, -33820.43, -38845.26]",-2.767369e-05,72.8,72.8,84.27,13.9,0
2024-11-16T19,"[1219.18, -745.04, -1234.88, -703.73, 15.7, 1448.76]","[319510.56, 178690.23, 323022.8, 171088.38, 337108.6, 186817.45]","[-117045.02, -59878.5, -114323.52, -61129.54, -117930.16, -61216.3]","[-100236.3, -29833.34, -107911.6, -27678.35, -109144.31, -37394.71]","[-8615.54, 2336.5, -4762.61, 399.33, -5238.66, 4730.2]","[-60467.74, -49414.88, -61888.34, -40716.21, -70410.71, -48385.72]","[-32526.32, -41200.23, -33508.75, -41254.41, -33688.17, -43764.25]",-1.248012e-05,71.8,71.8,87.17,8.8,0
2024-11-16T20,"[1210.01, -738.61, -1223.06, -698.62, 13.05, 1437.22]","[322395.56, 175449.44, 318037.62, 166876.61, 336856.06, 176890.9]","[-120095.18, -61096.84, -115826.54, -61710.89]","[-99901.13, -29151.78, -103602.54, -31043.27, -103239.07, -35501.75]","[-9647.49, 1577.55, -5249.34, 316.36, -6623.93, 4752.03]","[-60540.82, -47963.29, -59689.84, -39386.23, -69203.16, -45116.66]","[-31594.15, -38118.55, -33072.65, -34378.71, -36307.81, -39157.77]",-4.017388e-05,70.8,70.8,90.68,7.9,0
2024-11-16T21,"[1214.64, -742.77, -1231.28, -701.54, 16.65, 1444.31]","[320103.22, 172850.97, 319557.22, 169531.16, 332217.6, 179158.89]","[-115339.16, -59601.18, -115687.42, -61004.73, -117719.36, -63601.14]","[-103941.62, -30404.45, -105628.92, -35156.92]","[-9735.34, 2170.25, -5029.44, 70.05, -5813.89, 5223.73]","[-60660.87, -47315.27, -61441.9, -40930.5, -68351.09, -46807.32]","[-33047.86, -36899.48, -32850.57, -36576.88, -34051.65, -38080.15]",-4.696165e-05,71.3,71.3,88.89,7.1,0
2024-11-16T22,"[1205.7, -718.81, -1216.08, -718.79, 10.37, 1437.61]","[315588.66, 178922.72, 346147.03, 193468.06]","[-111563.86, -59557.36, -121643.05, -63874.4, -118454.55, -71891.18]","[-99568.48, -34932.25, -112874.14, -28360.27, -116843.08, -43430.7]","[-9584.3, 2123.37, -5030.36, 158.01, -5861.86, 5262.95]","[-63991.33, -48521.75, -61792.52, -45579.99, -68639.87, -46368.16]","[-30231.38, -37301.44, -30156.83, -33022.04, -35614.77, -36213.3]",-5.373192e-05,72.7,72.7,88.89,6.6,0
2024-11-16T23,"[1218.04, -746.04, -1237.47, -702.54, 19.43, 1448.57]","[322857.9, 177493.94, 325752.38, 174534.72, 336286.22, 186420.39]","[-115227.52, -60278.9, -114687.23, -62420.86, -116421.38, -63628.62]","[-104531.92, -28857.62, -109890.96, -31776.25, -107918.2, -36690.31]","[-9829.9, 2151.29, -5144.59, 7.62, -5869.56, 5169.68]","[-62457.18, -50898.4, -64207.96, -43210.54, -71794.2, -50533.5]","[-30172.92, -38889.27, -31179.07, -36409.03, -33589.15, -39954.19]",-4.99376e-05,73.8,73.8,87.97,9.7,0
2024-11-17T0,"[1262.59, -688.55, -1230.42, -738.08, -32.17, 1426.63]","[323133.1, 181229.34, 327379.9, 171756.44, 328436.12, 179139.5]","[-114701.97, -64384.98, -112705.31, -58985.46, -116619.61, -59610.13]","[-110233.05, -30371.54, -113643.41, -36347.68, -105151.41, -36299.26]","[-8711.96, 1876.5, -4545.33, 395.48, -5273.03, 4688.22]","[-58570.71, -48259.49, -64481.97, -40162.4, -67491.72, -48966.8]","[-30286.65, -39379.8, -31356.79, -35925.59, -33234.12, -38199.14]",2.363312e-05,73.9,73.9,88.05,8.9,0
2024-11-17T1,"[1224.75, -738.13, -1234.87, -696.62, 10.12, 1434.76]","[332670.5, 188206.64, 330256.72, 173762.23, 346414.06, 186638.75]","[-119000.84, -60834.69, -117032.15, -63771.62, -116343.33, -63285.23]","[-105760.74, -36275.11, -110275.84, -29564.72, -114970.92, -38948.2]","[-10349.25, 1878.35, -5386.61, 10.39, -6394.35, 5170.6]","[-63989.02, -50010.41, -64510.68, -41886.55, -71602.53, -48053.23]","[-32879.36, -42184.13, -32398.7, -37812.58, -36348.3, -40670.48]",3.68978e-05,74.6,74.6,91.45,13.2,0
2024-11-17T2,"[1215.68, -745.3, -1236.98, -702.05, 21.3, 1447.35]","[335312.72, 184034.1, 330312.75, 181565.11, 345171.53, 185958.12]","[-120075.18, -61735.2, -116074.49, -64251.77, -119501.9, -62099.62]","[-105933.02, -31749.79, -108709.21, -34014.61, -108732.24, -36864.38]","[-10353.25, 1934.59, -5377.86, -53.75, -6395.12, 5294.91]","[-65900.41, -49850.53, -66675.47, -42493.9, -74709.17, -48664.93]","[-32360.48, -41853.51, -32803.02, -39991.38, -35106.89, -42803.97]",4.385511e-05,74.6,74.6,92.67,9.7,0
2024-11-17T3,"[1210.98, -743.9, -1232.54, -697.34, 21.55, 1441.24]","[333446.78, 181184.5, 335523.2, 173668.06, 350741.9, 187081.28]","[-120937.13, -59953.92, -116735.46, -63164.68, -119484.12, -60609.71]","[-103621.82, -32845.92, -113571.13, -37808.25]","[-10284.55, 2109.18, -5659.36, 153.01, -6530.13, 5168.65]","[-66671.75, -48002.4, -70082.73, -42611.12, -74985.73, -50166.95]","[-32567.53, -38605.58, -35405.3, -42800.53]",6.126389000000001e-05,74.6,74.6,95.41,11.3,0
2024-11-17T4,"[1213.76, -743.62, -1228.35, -697.51, 14.59, 1441.14]","[331792.16, 177227.48, 328849.44, 170733.02, 344554.88, 181588.25]","[-119253.04, -60060.63, -115404.14, -61307.16, -119300.05, -60882.64]","[-103208.53, -28481.84, -106877.87, -31921.75, -105052.03, -35793.71]","[-10496.78, 2032.82, -5835.83, 100.84, -6774.34, 5079.69]","[-67195.66, -49785.29, -68261.39, -41610.04, -76481.75, -49052.99]","[-30970.07, -40178.12, -31811.71, -35251.24, -36222.78, -40121.07]",5.311871e-05,75.3,75.3,93.31,12.9,0
2024-11-17T5,"[1213.39, -742.12, 14.91, 1439.11]","[331312.38, 177736.77, 331426.28, 168483.66, 347604.1, 182736.52]","[-117782.38, -58877.21, -114004.01, -62890.92, -115238.44, -60897.22]","[-105857.44, -32701.69, -111066.22, -28251.51, -115291.64, -37319.31]","[-10473.36, 2781.86, -7071.27, 889.38, -7420.8, 4766.56]","[-64688.96, -48412.18, -66494.31, -41137.14, -73407.55, -48553.66]","[-31835.48, -39765.55, -32123.54, -36340.29, -35487.88, -39877.13]",6.298897e-05,75.3,75.3,93.34,13.3,0
2024-11-17T6,"[1232.42, -694.58, -1219.22, -727.49, -13.2, 1422.07]","[322477.97, 183794.5, 332076.75, 168534.45, 343905.62, 183649.33]","[-118426.09, -62634.18, -115388.56, -60064.63, -120325.36, -58403.31]","[-101950.2, -31700.93, -108179.73, -32709.17, -105082.55, -37158.54]","[-9923.69, 2933.31, -6461.72, 1126.39, -6658.66, 5096.2]","[-61323.87, -47805.67, -71484.8, -39071.81, -74692.45, -52093.88]","[-30208.79, -43858.26, -29896.47, -37063.72, -36399.14, -40245.63]",7.266852e-05,75.7,75.7,94.16,13.3,0
2024-11-17T7,"[1209.78, -738.97, -1224.76, -697.16, 14.98, 1436.13]","[325262.84, 170365.78, 325118.66, 170031.6, 334266.62, 178948.9]","[-117688.45, -59303.63, -115104.68, -63648.95, -115739.52, -62398.68]","[-102815.88, -28708.86, -106936.18, -31680.95, -105333.09, -35851.24]","[-10113.43, 2053.28, -6378.2, 5169.72]","[-64495.38, -46239.48, -67881.37, -40278.41, -73076.77, -48313.56]","[-29517.62, -37453.27, -29137.75, -33854.23, -33055.66, -36783.37]",6.813979000000001e-05,76.6,76.6,92.6,12.5,35
2024-11-17T8,"[1205.1, -743.64, -1230.9, -693.32, 25.79, 1436.95]","[325339.4, 171693.36, 341573.9, 179941.5]","[-119404.26, -60188.7, -115960.72, -62833.24, -118939.27, -60979.63]","[-101392.82, -31050.88, -109177.07, -29798.89, -109631.48, -38655.03]","[-10165.08, 2011.07, -5475.22, 104.82, -6413.67, 5166.1]","[-64470.07, -44598.26, -68934.46, -40252.82, -72462.54, -47975.49]","[-29280.28, -37158.62, -29444.95, -33432.82, -33420.62, -36699.79]",6.321088000000001e-05,75.7,75.7,95.46,11.5,28
2024-11-17T9,"[1216.02, -741.84, -1234.21, -702.04, 18.2, 1443.88]","[327403.25, 176354.42, 324303.16, 174175.62, 336857.3, 179788.95]","[-118992.69, -61283.77, -115077.88, -63230.11, -118609.59, -61406.04]","[-104458.33, -30436.6, -106065.68, -32880.24, -106188.45, -34619.1]","[-10288.71, 2542.97, -6239.49, 511.57, -6756.73, 5073.89]","[-62933.75, -47102.4, -66537.7, -41659.23, -71234.03, -49261.96]","[-30090.34, -39352.52, -29746.99, -36200.01, -33389.22, -38808.61]",5.78924e-05,75.7,75.7,94.24,7.9,98
2024-11-17T10,"[1183.17, -748.02, -1267.32, -689.87, 84.15, 1437.89]","[328621.9, 183631.56, 337311.62, 180153.78, 354356.7, 176472.03]","[-115576.13, -63209.73, -115003.93, -64716.98, -120327.91, -59021.39]","[-101692.67, -35249.36, -110198.06, -34279.26, -111488.28, -37423.33]","[-10154.9, 1975.81, -5849.25, -90.38, -6287.77, 5125.57]","[-70731.41, -44659.04, -74385.35, -44354.49, -77111.82, -44962.55]","[-29765.61, -41697.39, -31185.61, -35934.05, -38384.6, -39336.23]",4.034057e-05,77.5,77.5,92.14,7.5,169
2024-11-17T11,"[1210.45, -744.09, -1228.48, -693.62, 18.03, 1437.71]","[325723.94, 170886.95, 324151.25, 171419.77, 332500.4, 179181.16]","[-115981.61, -58960.25, -114956.79, -62566.02, -115170.15, -63195.82]","[-104918.13, -27567.61, -107796.1, -31412.99, -105931.58, -34243.07]","[-8606.76, 2548.13, -5160.51, 797.61, -5599.91, 4660.34]","[-65957.34, -47970.12, -65126.88, -42301.78, -71983.45, -46649.52]","[-29617.85, -38211.79, -30473.21, -35216.36, -33141.19, -38991.75]",3.946514e-05,80.0,80.0,86.11,13.2,172
2024-11-17T12,"[1211.3, -743.4, -1228.63, -695.22, 17.33, 1438.62]","[324085.38, 171661.17, 320347.47, 173704.23, 328600.4, 178666.69]","[-119168.56, -60469.8, -115517.97, -65159.7]","[-103430.69, -28728.04, -106481.79, -31024.27, -105897.01, -34720.85]","[-8637.56, 2515.21, -5032.86, 634.16, -5435.73, 4704.02]","[-62146.38, -46669.34, -63452.43, -41226.59, -69017.41, -47232.14]","[-30085.27, -37612.54, -29246.43, -36232.2, -31376.91, -37708.27]",4.106833e-05,80.4,85.5,82.1,14.5,110
2024-11-17T14,"[1207.61, -737.34, -1225.19, -696.04, 17.58, 1433.38]","[321519.94, 169341.12, 322824.44, 166764.97, 333079.22, 176670.73]","[-117638.34, -58832.21, -115290.34, -63906.58, -115155.97, -62026.71]","[-103719.59, -31997.94, -106981.31, -28590.21, -111309.52, -34829.86]","[-8553.08, 2528.82, -5004.13, 714.79, -5416.99, 4730.34]","[-62591.28, -44118.46, -66942.27, -40654.97, -69446.09, -47949.12]","[-28403.42, -36227.66, -27987.96, -33629.57, -31075.74, -35833.21]",5.219279999999999e-05,82.4,88.2,74.14,18.6,139
2024-11-17T15,"[1207.55, -745.74, -1229.79, -691.04, 22.23, 1436.78]","[323066.5, 171296.73, 321883.78, 171739.39, 330354.03, 179287.08]","[-116959.34, -59820.75, -113868.47, -62924.14, -115665.91, -61810.91]","[-101286.59, -28374.38, -105096.43, -30464.55, -104253.61, -34769.13]","[-8664.95, 2478.72, -4891.02, 471.97, -5260.97, 4756.54]","[-67983.93, -47823.63, -69565.59, -44108.33, -73668.7, -49527.24]","[-27543.81, -37047.61, -27826.54, -33996.43, -30836.19, -37181.24]",4.275642e-05,81.8,87.6,77.47,17.7,105
2024-11-17T16,"[1197.44, -750.33, -1235.84, -697.81, 38.4, 1448.15]","[314158.78, 173386.83, 323339.06, 177435.48, 331329.94, 189198.14]","[-117507.1, -61368.52, -116437.11, -66849.26, -118067.01, -65263.75]","[-100087.73, -25807.84, -107387.23, -31541.29, -103717.25, -35647.01]","[-8522.29, 2544.98, -5029.74, 600.39, -5360.97, 4762.2]","[-59554.82, -51220.8, -63789.36, -44084.43, -71153.23, -53088.34]","[-27895.77, -36867.12, -30070.99, -34855.5, -32362.5, -39205.76]",6.886e-07,79.0,79.0,87.87,10.6,84
2024-11-17T17,"[1212.19, -742.49, 16.91, 1440.49]","[321318.06, 175303.92, 320594.34, 167452.52, 336664.25, 179580.12]","[-120088.96, -60480.93, -115854.69, -62355.05]","[-102889.7, -30636.17, -107940.3, -29302.6, -109704.42, -36408.86]","[-8729.17, 2349.98, -4917.35, 411.73, -5373.25, 4700.24]","[-61658.67, -48649.46, -63246.28, -40892.67, -70825.09, -48247.21]","[-27341.75, -37198.63, -28030.57, -34630.54, -30478.73, -37965.58]",-6.82049e-06,78.6,78.6,84.02,14.6,15
2024-11-17T18,"[1213.91, -738.62, -1230.84, -702.62, 16.93, 1441.23]","[321117.78, 174116.2, 321646.56, 172291.36, 332328.06, 180598.5]","[-115183.17, -58649.75, -114186.73, -61457.44, -115574.42, -61596.53]","[-102923.95, -29375.28, -107129.66, -33118.82, -104905.21, -36378.92]","[-9951.13, 2134.07, -5381.44, 98.14, -6137.07, 5117.4]","[-64536.09, -49996.89, -65473.5, -43579.21, -72447.27, -49373.39]","[-27889.88, -37512.86, -32587.43, -37602.91]",-6.580779999999999e-06,77.9,77.9,83.39,14.9,0
2024-11-17T19,"[1214.63, -740.54, -1228.37, -701.03, 13.75, 1441.57]","[322115.72, 179248.89, 322281.66, 170682.27, 338520.75, 184168.28]","[-117141.99, -61523.62, -115722.97, -65147.82, -116451.89, -65352.52]","[-103755.98, -32477.66, -109459.91, -28490.37, -113255.23, -37549.68]","[-9901.59, 2144.33, -5375.32, 167.98, -6182.33, 5084.78]","[-61846.2, -48543.79, -61543.57, -42012.92, -68970.34, -47119.98]","[-28838.14, -38134.6, -29566.86, -34506.8, -32964.59, -38444.43]",-5.3185200000000005e-06,76.6,76.6,83.87,14.1,0
2024-11-17T20,"[1212.59, -740.33, -1230.79, -700.45, 18.2, 1440.78]","[319676.62, 175253.34, 321216.75, 168554.8, 335558.94, 180557.12]","[-115516.98, -58619.77, -114672.56, -60971.55, -116372.81, -61611.78]","[-103760.92, -29866.98, -107749.62, -31808.34, -107229.71, -35888.01]","[-9639.92, 2069.63, -5006.18, 77.22, -5825.12, 5124.6]","[-60526.07, -48386.69, -62489.8, -40174.54, -70389.78, -47746.62]","[-29606.23, -39741.97]",-6.369019999999999e-06,75.7,75.7,86.34,15.3,0
2024-11-17T21,"[1212.59, -740.5, -1229.12, -698.48, 16.52, 1438.97]","[322573.56, 170129.02, 318827.84, 169586.64, 329628.38, 174652.28]","[-115660.21, -58247.1, -113319.52, -60475.71, -115572.17, -60150.38]","[-104325.25, -28553.69, -108203.52, -32829.43, -105532.82, -35951.55]","[-8721.1, 2690.55, -4879.24, 630.09, -5232.11, 5018.26]","[-58828.46, -46880.88, -60141.93, -40213.97, -66770.52, -46572.51]","[-34412.82, -38431.21, -31668.31, -36002.71, -35869.59, -36260.74]",-1.243125e-05,75.7,75.7,84.1,10.8,0
2024-11-17T22,"[1207.17, -739.54, -1226.83, -695.72, 19.67, 1435.26]","[326504.97, 177928.72, 327180.72, 169535.12, 343467.3, 182030.55]","[-117409.48, -58797.17, -115577.49, -62353.17, -116702.45, -61665.26]","[-107391.42, -31817.94, -112561.63, -29201.37, -115536.68, -36709.03]","[-8549.77, 2411.94, -4743.47, 487.93, -5189.61, 4787.07]","[-62449.43, -50129.05, -63251.98, -44024.45]","[-30044.18, -38850.38, -30402.07, -33716.68, -35436.44, -37944.32]",-3.3604460000000004e-05,75.6,75.6,83.08,11.7,0
2024-11-17T23,"[1209.96, -740.12, -1226.95, -697.03, 16.99, 1437.15]","[323530.12, 172438.56, 323886.06, 169255.88, 335329.22, 179544.33]","[-114679.88, -58526.98, -113558.66, -60373.75, -115628.42, -61393.75]","[-109149.49, -35583.34]","[-8493.68, 2376.24, -4685.48, 465.48, -5150.14, 4744.45]","[-60188.92, -47159.5, -64160.1, -39698.61, -70280.82, -48857.1]","[-33183.96, -37499.15, -34430.44, -37675.45]",-5.877259999999999e-06,75.6,75.6,84.12,12.7,0
2024-11-18T0,"[1220.42, -733.2, -1230.94, -696.36, 10.52, 1429.55]","[319871.88, 176010.86, 320421.44, 170173.89, 327994.6, 179895.05]","[-113581.22, -59364.77, -112359.42, -62353.12, -111353.56, -62008.36]","[-104534.51, -31546.26, -106828.88, -32628.44, -105916.25, -35773.27]","[-10316.07, 2292.19, -6114.32, 373.73]","[-61418.58, -48321.52, -68834.6, -46951.41]","[-29388.74, -38355.92, -31971.72, -33978.85, -34513.23, -39313.8]",4.016126e-05,75.6,75.6,81.0,12.9,0
2024-11-18T1,"[1206.74, -738.67, -1220.68, -694.43, 13.93, 1433.1]","[327054.88, 173673.89, 325169.5, 164378.31, 343017.84, 177340.8]","[-118058.21, -57817.8, -113966.23, -61766.48, -115691.41, -59718.23]","[-106079.22, -32013.89, -110487.57, -30277.29, -112991.73, -37443.43]","[-9742.89, 2018.97, -5229.78, 241.86, -6210.75, 5029.2]","[-61804.57, -46803.29, -63951.7, -38555.38, -71629.91, -46811.4]","[-30719.1, -38322.81, -30898.86, -33303.53, -35766.65, -37575.46]",4.436776e-05,74.5,74.5,80.37,12.2,0
2024-11-18T3,"[1211.29, -742.4, -1231.57, -698.15, 20.28, 1440.56]","[325014.88, 177627.72, 327492.1, 174354.95, 338454.84, 185808.52]","[-117297.93, -60169.38, -113864.94, -62071.22, -117240.96, -60782.12]","[-103656.86, -30165.89, -107810.95, -32889.48, -106502.99, -36816.99]","[-8519.55, 2278.82, -5552.66, 1061.73, -6210.18, 4277.78]","[-65399.12, -46188.95, -69095.25, -42456.59, -72359.38, -49385.5]","[-29494.25, -42651.46, -30504.21, -37249.43, -35427.42, -42295.46]",4.500054e-05,73.8,73.8,87.89,9.7,0
2024-11-18T4,"[1184.58, -747.46, -1266.67, -674.93, 82.09, 1422.39]","[318916.62, 192685.8, 328411.75, 176119.98, 348850.6, 180371.8]","[-114261.95, -66973.23, -113383.27, -62006.48, -121868.6, -59412.04]","[-105514.74, -37922.91, -106552.73, -32829.82, -112886.83, -31988.18]","[-10175.06, 1917.81, -5451.23, 89.42, -6191.18, 5428.16]","[-60473.69, -46245.79, -72033.09, -41116.6, -73270.71, -51196.71]","[-27821.03, -42704.86, -30332.89, -39512.82, -33884.97, -42357.91]",4.611303999999999e-05,75.2,75.2,83.92,10.2,0
2024-11-18T5,"[1200.33, -769.92, -1261.13, -651.78, 60.79, 1421.7]","[327924.9, 181152.64, 334287.9, 175950.73, 334276.44, 186708.98]","[-111956.06, -62901.18, -114294.87, -57659.21, -117213.47, -63216.63]","[-110591.86, -29829.25, -111475.37, -37345.73, -104268.98, -35223.66]","[-10282.11, 2103.11, -5503.09, 198.12, -6264.29, 5231.61]","[-63483.08, -49288.45, -70191.35, -42591.24, -72255.62, -52296.73]","[-30932.36, -40469.55, -32118.84, -37757.18, -33564.23, -40401.93]",4.103581e-05,75.6,75.6,85.2,12.9,0
2024-11-18T6,"[1215.27, -744.1, -1232.76, -699.72, 17.49, 1443.81]","[332718.34, 182204.7, 334318.7, 175910.36, 348091.12, 189300.89]","[-117941.53, -61667.75, -115371.09, -65232.92, -116707.84, -64306.62]","[-107416.76, -30236.4, -110093.18, -33350.38, -109195.97, -36135.33]","[-10447.8, 1930.94, -5484.12, -47.59, -6509.95, 5247.5]","[-64976.11, -48651.07, -71047.03, -41173.41, -76285.13, -52288.93]","[-31252.89, -42808.8, -31639.49, -35333.87, -38630.16, -40956.89]",3.930215e-05,76.6,76.6,83.63,18.0,0
2024-11-18T7,"[1209.39, -741.3, -1228.53, -696.54, 19.14, 1437.84]","[326857.5, 179051.02, 323628.47, 172821.94, 339795.25, 181296.1]","[-120151.53, -61625.95, -115868.48, -62538.55, -120534.74, -61241.02]","[-106301.58, -31354.89, -108140.68, -33459.93, -108555.24, -35870.08]","[-8601.93, 2639.75, -5248.2, 839.91, -5592.21, 4681.15]","[-61863.89, -47089.68, -64605.78, -39913.07, -71192.95, -47784.14]","[-29295.75, -40894.33, -29132.99, -37036.18, -33226.73, -40298.99]",3.983024e-05,77.9,77.9,80.39,15.3,36
2024-11-18T8,"[1209.5, -740.11, -1228.24, -698.78, 18.74, 1438.9]","[332697.9, 178631.86, 329238.9, 168515.58, 349848.75, 178359.2]","[-118886.8, -61431.89, -116097.27, -62000.36, -120555.37, -62044.31]","[-108037.96, -32093.03, -107597.45, -29170.28, -113781.31, -31897.87]","[-10412.59, 1866.54, -5421.34, -84.15, -6486.05, 5247.47]","[-65451.11, -46614.53, -69336.69, -42196.5, -73229.95, -49678.93]","[-29234.04, -39596.16, -30135.44, -34329.42, -35064.51, -39159.38]",4.092434e-05,77.9,77.9,82.27,19.9,100
2024-11-18T9,"[1207.99, -742.17, -1228.49, -696.13, 20.51, 1438.31]","[324063.44, 173946.39, 327719.2, 169533.05, 339466.2, 183029.94]","[-115861.13, -59625.26, -114007.44, -63101.64, -115316.53, -62611.3]","[-104774.9, -31464.84, -110163.1, -30141.21, -111976.2, -37310.45]","[-8611.87, 2602.15, -5187.51, 752.67, -5529.16, 4685.92]","[-65951.13, -46909.17, -68518.65, -41884.34, -73547.5, -48604.18]","[-28221.3, -37823.02, -29189.67, -34421.29, -32380.56, -38381.08]",3.750839e-05,79.8,79.8,80.6,17.9,146
2024-11-18T10,"[1215.44, -742.4, -1228.67, -699.7, 13.23, 1442.1]","[321152.5, 175743.66, 331725.06, 182340.31]","[-114626.42, -61110.74, -113204.48, -62967.25, -115234.1, -64265.96]","[-104494.77, -30125.23, -107654.66, -32702.45, -106866.59, -36539.48]","[-8634.84, 2469.21, -4986.77, 651.66, -5474.78, 4724.51]","[-64922.26, -48667.78, -65643.72, -42021.69, -72647.3, -48298.41]","[-27843.45, -37596.79, -27432.63, -34458.3, -30830.58, -37202.39]",3.678037e-05,80.5,85.2,78.96,19.3,135
2024-11-18T11,"[1211.1, -740.52, 17.89, 1439.21]","[319939.16, 174446.36, 317299.88, 171946.55, 329843.4, 178777.75]","[-115820.36, -60707.84, -113473.49, -63093.33, -115817.05, -62666.7]","[-103265.98, -30412.51, -105863.57, -35441.79]","[-8551.31, 2654.14, -5118.98, 827.28, -5475.78, 4755.3]","[-63046.21, -47254.57, -64526.36, -41819.08, -70270.02, -47726.26]","[-28634.29, -38024.24, -27747.68, -34687.5, -31759.94, -36956.26]",4.002988e-05,79.8,79.8,84.26,20.1,200
2024-11-18T13,"[1186.14, -798.58, -1265.99, -613.11, 79.85, 1411.69]","[321353.62, 181149.86, 327916.62, 183597.4]","[-114982.73, -62045.06, -114905.68, -58990.23, -115127.31, -63347.23]","[-105804.74, -31969.94, -107107.75, -32073.64, -104728.27, -35949.9]","[-8679.42, 2740.42, -5659.33, 1289.62, -5949.43, 4420.25]","[-62228.48, -48924.93, -62721.7, -40601.46, -67968.87, -46720.21]","[-29023.02, -40232.95, -32201.21, -35426.93, -33457.71, -41226.71]",3.918771e-05,82.9,90.2,76.83,22.2,153
2024-11-18T14,"[1203.86, -764.59, -1261.58, -657.92, 57.72, 1422.52]","[325812.78, 188953.12, 320943.1, 183492.33, 326997.62, 183104.58]","[-121560.22, -61942.7, -116026.13, -69225.77, -112098.73, -61190.61]","[-102566.05, -35280.93, -104562.16, -33296.59, -105006.63, -36365.8]","[-10441.46, 2603.93, -6439.54, 458.14, -6582.04, 4963.6]","[-62604.47, -50892.85, -65417.3, -43194.35, -70400.32, -49657.52]","[-27987.71, -42703.27, -27875.19, -37530.41, -32218.78, -40073.78]",5.460512e-05,79.6,79.6,90.45,12.2,128
